ID,Name,Type,URL,DateAdded
184,Nueva pestaña,url,chrome://newtab/,2022-11-03T17:18:50.244369-06:00
183,Speedtest by Ookla - The Global Broadband Speed Test,url,https://www.speedtest.net/,2022-10-31T19:25:11.548767-06:00
181,Traductor de Google,url,https://translate.google.com.mx/?hl=es&sl=es&tl=en&text=podr%C3%ADas%20revisarlo%20porfa%20&op=translate,2022-10-19T18:43:22.860532-05:00
180,Image Blending Using Laplacian Pyramids | by Michelle Zhao | Becoming Human: Artificial Intelligence Magazine,url,https://becominghuman.ai/image-blending-using-laplacian-pyramids-2f8e9982077f,2022-10-17T14:03:20.206233-05:00
178,Convertidor Youtube Mp3 | Mp3 Youtube,url,https://mp3y.download/es/youtube-converter-v148,2022-09-19T02:34:41.981243-05:00
176,"Carrera espacial - ¿Qué fue?, contexto histórico, hitos y más",url,https://enciclopediadehistoria.com/carrera-espacial/,2022-09-02T01:47:33.825979-05:00
174,Three Ways to Reverse a String in JavaScript,url,https://www.freecodecamp.org/news/how-to-reverse-a-string-in-javascript-in-3-different-ways-75e4763c68cb/,2022-08-18T21:37:12.695208-05:00
172,A Complete Guide to Flexbox | CSS-Tricks - CSS-Tricks,url,https://css-tricks.com/snippets/css/a-guide-to-flexbox/,2022-07-18T04:11:32.398663-05:00
170,Brittany Chiang,url,https://brittanychiang.com/#about,2022-07-11T01:26:53.32143-05:00
168,Tutorials And Workshops That Matter | Thrive | Topcoder,url,https://www.topcoder.com/thrive/search?tags[]=Competitive%20Programming%20Tutorials,2022-07-03T01:04:42.348563-05:00
166,Mixamo,url,https://www.mixamo.com/#/,2022-06-02T01:28:25.487652-05:00
164,Best free online QR Code Generator | Create QR Code Generator free,url,https://tools.learningcontainer.com/qr-code-generator/,2022-05-21T18:11:47.320562-05:00
162,PowerPoint,url,https://www.office.com/launch/powerpoint?ui=es-ES&rs=419&auth=1,2022-05-13T16:57:39.083825-05:00
154,Quitar fondo a imagenes online y consigue fondos transparentes – remove.bg,url,https://www.remove.bg/es,2022-04-18T22:23:57.673916-05:00
148,Design Patterns,url,https://refactoring.guru/design-patterns,2022-03-28T14:45:35.005952-06:00
117,Comparte en WhatsApp,url,https://api.whatsapp.com/send?phone=+524491234567,2021-03-31T03:59:57.293195-06:00
115,Documento sin título - Documentos de Google,url,https://docs.google.com/document/d/1gHHjASI-B-xXkY6lhdhUAi1g4MMnI994bUfATEW3D5A/edit,2021-03-09T17:58:36.553283-06:00
